File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Segment Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
H19006144.OSCHP	4.0	Gain	1	q42.13	2987.232	302	45	CDC42BPA, ZNF678, ZNF847P, SNAP47, JMJD4, PRSS38, WNT9A, MIR5008, LOC107985355, WNT3A, ARF1, MIR3620, C1orf35, MRPL55, GUK1, GJC2, IBA57-DT, IBA57, OBSCN-AS1, OBSCN, TRIM11, MIR6742, TRIM17, HIST3H3, HIST3H2A, HIST3H2BB, MIR4666A, RNF187, BTNL10, RHOU, DUSP5P1, MIR4454, LOC105373159, RAB4A, SPHAR, CCSAP, ACTA1, NUP133, LOC101927478, ABCB10, TAF5L, URB2, LINC01682, LINC01736, GALNT2	22	CDC42BPA (603412), WNT9A (602863), WNT3A (606359), ARF1 (103180), MRPL55 (611859), GUK1 (139270), GJC2 (608803), IBA57 (615316), OBSCN (608616), TRIM11 (607868), TRIM17 (606123), HIST3H3 (602820), HIST3H2A (615015), HIST3H2BB (615046), RNF187 (613754), RHOU (606366), RAB4A (179511), CCSAP (616762), ACTA1 (102610), NUP133 (607613), ABCB10 (605454), GALNT2 (602274)	CytoRegions Not Set				false	arr[hg19] 1q42.13(227,220,174-230,207,406)x4	chr1:227220174-230207406
H19006144.OSCHP	4.0	Gain	3	p26.3	7644.783	544	26	CHL1, CHL1-AS1, LINC01266, CNTN6, CNTN4, CNTN4-AS2, CNTN4-AS1, IL5RA, TRNT1, CRBN, LOC100130207, LRRN1, SETMAR, SUMF1, ITPR1-DT, ITPR1, EGOT, BHLHE40-AS1, BHLHE40, ARL8B, EDEM1, MIR4790, GRM7-AS3, GRM7, GRM7-AS2, GRM7-AS1	14	CHL1 (607416), CNTN6 (607220), CNTN4 (607280), IL5RA (147851), TRNT1 (612907), CRBN (609262), SETMAR (609834), SUMF1 (607939), ITPR1 (147265), EGOT (611662), BHLHE40 (604256), ARL8B (616596), EDEM1 (607673), GRM7 (604101)	CytoRegions Not Set				false	arr[hg19] 3p26.3p26.1(280,700-7,925,483)x4	chr3:280700-7925483
H19006144.OSCHP	4.0	Gain	21	q22.2	2669.104	186	28	ERG, LINC00114, ETS2, LOC101928398, LOC400867, LINC01700, PSMG1, BRWD1, BRWD1-AS2, BRWD1-AS1, HMGN1, WRB, WRB-SH3BGR, LCA5L, SH3BGR, MIR6508, B3GALT5-AS1, B3GALT5, IGSF5, PCP4, DSCAM, MIR4760, DSCAM-AS1, DSCAM-IT1, LINC00323, MIR3197, BACE2, PLAC4	14	ERG (165080), LINC00114 (611723), ETS2 (164740), PSMG1 (605296), BRWD1 (617824), HMGN1 (163920), WRB (602915), SH3BGR (602230), B3GALT5 (604066), IGSF5 (610638), PCP4 (601629), DSCAM (602523), BACE2 (605668), PLAC4 (613770)	CytoRegions Not Set				false	arr[hg19] 21q22.2q22.3(39,996,576-42,665,680)x4	chr21:39996576-42665680
H19006144.OSCHP	4.0	Gain	20	q13.2	2909.221	220	11	LINC01524, TSHZ2, LOC101927770, ZNF217, LOC105372672, SUMO1P1, BCAS1, MIR4756, CYP24A1, PFDN4, DOK5	6	TSHZ2 (614118), ZNF217 (602967), BCAS1 (602968), CYP24A1 (126065), PFDN4 (604898), DOK5 (608334)	CytoRegions Not Set				false	arr[hg19] 20q13.2(51,093,872-54,003,093)x4	chr20:51093872-54003093
H19006144.OSCHP	4.0	Gain	5	p15.32	6296.846	422	41	LINC02145, MED10, UBE2QL1, LINC01018, NSUN2, SRD5A1, LINC02102, TENT4A, LINC02236, MIR4278, MIR4454, LOC442132, LINC02123, ADCY2, C5orf49, FASTKD3, MTRR, LINC02226, MIR4458HG, MIR4458, LINC02199, SEMA5A, MIR4636, SEMA5A-AS1, SNHG18, SNORD123, TAS2R1, LINC02112, LINC02221, FAM173B, CCT5, CMBL, MARCH6, ROPN1L-AS1, ROPN1L, MIR6131, LINC02212, LINC02213, ANKRD33B, DAP, CTNND2	17	MED10 (612382), UBE2QL1 (615832), LINC01018 (616385), NSUN2 (610916), SRD5A1 (184753), TENT4A (605198), ADCY2 (103071), FASTKD3 (617530), MTRR (602568), SEMA5A (609297), TAS2R1 (604796), CCT5 (610150), CMBL (613379), MARCH6 (613297), ROPN1L (611756), DAP (600954), CTNND2 (604275)	CytoRegions Not Set				false	arr[hg19] 5p15.32p15.2(5,916,466-12,213,312)x4	chr5:5916466-12213312
H19006144.OSCHP	4.0	Gain	5	p15.1	2027.858	130	14	MARCH11, LOC401176, LINC02150, ZNF622, RETREG1, LOC101929524, MYO10, BASP1-AS1, BASP1, LINC02111, LINC02217, LINC02218, H3.Y, LINC02223	5	MARCH11 (613338), ZNF622 (608694), RETREG1 (613114), MYO10 (601481), BASP1 (605940)	CytoRegions Not Set				false	arr[hg19] 5p15.1(15,968,661-17,996,519)x4	chr5:15968661-17996519
H19006144.OSCHP	4.0	Gain	5	p15.33	2338.194	198	43	PLEKHG4B, LRRC14B, CCDC127, SDHA, HRAT5, PDCD6, AHRR, EXOC3-AS1, EXOC3, PP7080, SLC9A3, SLC9A3-AS1, MIR4456, LOC100996325, CEP72, TPPP, ZDHHC11B, ZDHHC11, BRD9, TRIP13, LOC100506688, NKD2, SLC12A7, MIR4635, CTD-3080P12.3, SLC6A19, SLC6A18, TERT, MIR4457, CLPTM1L, LINC01511, SLC6A3, LPCAT1, MIR6075, SDHAP3, LOC728613, MIR4277, MRPL36, NDUFS6, LINC02116, IRX4, CTD-2194D22.4, LOC100506858	19	SDHA (600857), PDCD6 (601057), AHRR (606517), EXOC3 (608186), SLC9A3 (182307), CEP72 (616475), TPPP (608773), TRIP13 (604507), NKD2 (607852), SLC12A7 (604879), SLC6A19 (608893), SLC6A18 (610300), TERT (187270), CLPTM1L (612585), SLC6A3 (126455), LPCAT1 (610472), MRPL36 (611842), NDUFS6 (603848), IRX4 (606199)	CytoRegions Not Set				false	arr[hg19] 5p15.33(38,138-2,376,332)x4	chr5:38138-2376332
H19006144.OSCHP	4.0	Gain	8	q24.21	3129.124	243	19	PVT1, MIR1204, TMEM75, MIR1205, MIR1206, MIR1207, MIR1208, LINC00824, LINC00976, LINC00977, CCDC26, MIR3686, GSDMC, FAM49B, MIR5194, ASAP1, ASAP1-IT2, ASAP1-IT1, ADCY8	6	PVT1 (165140), CCDC26 (613040), GSDMC (608384), FAM49B (617978), ASAP1 (605953), ADCY8 (103070)	CytoRegions Not Set				false	arr[hg19] 8q24.21q24.22(128,791,412-131,920,536)x4	chr8:128791412-131920536
H19006144.OSCHP	4.0	Gain	20	q13.12	5985.528	484	92	WFDC9, WFDC10A, WFDC11, WFDC10B, WFDC13, MIR3617, SPINT4, WFDC3, DNTTIP1, UBE2C, TNNC2, SNX21, ACOT8, ZSWIM3, ZSWIM1, SPATA25, NEURL2, CTSA, PLTP, PCIF1, ZNF335, MMP9, SLC12A5-AS1, SLC12A5, NCOA5, CD40, CDH22, SLC35C2, ELMO2, LOC105372633, ZNF663P, MKRN7P, ZNF334, OCSTAMP, SLC13A3, TP53RK, SLC2A10, EYA2, MIR3616, ZMYND8, LOC100131496, LOC101927377, LINC01754, NCOA3, SULF2, LINC01522, LINC01523, LINC00494, PREX1, ARFGEF2, CSE1L-AS1, CSE1L, STAU1, DDX27, ZNFX1, ZFAS1, SNORD12C, SNORD12B, SNORD12, KCNB1, PTGIS, B4GALT5, SLC9A8, SPATA2, LOC105372653, RNF114, SNAI1, TRERNA1, UBE2V1, TMEM189-UBE2V1, TMEM189, LINC01273, CEBPB-AS1, CEBPB, SMIM25, LINC01270, LINC01271, PTPN1, MIR645, RIPOR3, MIR1302-5, LOC100506175, PARD6B, BCAS4, ADNP, ADNP-AS1, DPM1, MOCS3, KCNG1, NFATC2, MIR3194, ATP9A	45	DNTTIP1 (611388), UBE2C (605574), TNNC2 (191039), ACOT8 (608123), NEURL2 (608597), CTSA (613111), PLTP (172425), ZNF335 (610827), MMP9 (120361), SLC12A5 (606726), NCOA5 (616825), CD40 (109535), CDH22 (609920), ELMO2 (606421), SLC13A3 (606411), TP53RK (608679), SLC2A10 (606145), EYA2 (601654), ZMYND8 (615713), NCOA3 (601937), SULF2 (610013), PREX1 (606905), ARFGEF2 (605371), CSE1L (601342), STAU1 (601716), DDX27 (616621), KCNB1 (600397), PTGIS (601699), B4GALT5 (604016), SLC9A8 (612730), SPATA2 (607662), RNF114 (612451), SNAI1 (604238), UBE2V1 (602995), TMEM189 (610994), CEBPB (189965), PTPN1 (176885), PARD6B (608975), BCAS4 (607471), ADNP (611386), DPM1 (603503), MOCS3 (609277), KCNG1 (603788), NFATC2 (600490), ATP9A (609126)	CytoRegions Not Set				false	arr[hg19] 20q13.12q13.2(44,242,564-50,228,092)x4	chr20:44242564-50228092
H19006144.OSCHP	3.0	Gain	20	q13.2	843.045	57	4	ATP9A, SALL4, LINC01429, ZFP64	2	ATP9A (609126), SALL4 (607343)	CytoRegions Not Set				false	arr[hg19] 20q13.2(50,245,200-51,088,245)x3	chr20:50245200-51088245
H19006144.OSCHP	3.0	Gain	20	q11.22	1947.736	160	34	C20orf173, ERGIC3, FER1L4, SPAG4, CPNE1, RBM12, NFS1, ROMO1, RBM39, PHF20, SCAND1, CNBD2, NORAD, EPB41L1, LOC100130373, AAR2, DLGAP4, DLGAP4-AS1, MYL9, TGIF2, TGIF2-RAB5IF, RAB5IF, SLA2, NDRG3, DSN1, SOGA1, TLDC2, SAMHD1, RBL1, MROH8, RPN2, GHRH, MANBAL, SRC	22	ERGIC3 (616971), SPAG4 (603038), CPNE1 (604205), RBM12 (607179), NFS1 (603485), RBM39 (604739), PHF20 (610335), SCAND1 (610416), NORAD (617037), EPB41L1 (602879), AAR2 (617365), DLGAP4 (616191), MYL9 (609905), TGIF2 (607294), SLA2 (606577), NDRG3 (605273), DSN1 (609175), SAMHD1 (606754), RBL1 (116957), RPN2 (180490), GHRH (139190), SRC (190090)	CytoRegions Not Set				false	arr[hg19] 20q11.22q11.23(34,101,820-36,049,556)x3	chr20:34101820-36049556
H19006144.OSCHP	3.0	Gain	19	q13.42	4652.766	313	207	CACNG7, CACNG8, MIR935, CACNG6, VSTM1, TARM1, OSCAR, NDUFA3, TFPT, PRPF31, CNOT3, LENG1, TMC4, MBOAT7, TSEN34, RPS9, LILRB3, LILRA6, LILRB5, LILRB2, MIR4752, LILRA3, LILRA5, LILRA4, LAIR1, TTYH1, LENG8-AS1, LENG8, LENG9, CDC42EP5, LAIR2, KIR3DX1, LILRA2, LILRA1, LILRB1, MIR8061, LILRB4, LILRP2, KIR3DL3, KIR2DL3, LOC101928804, KIR2DL1, KIR2DL4, KIR3DL1, KIR2DS4, KIR3DL2, FCAR, NCR1, NLRP7, NLRP2, GP6, RDH13, EPS8L1, PPP1R12C, MIR7975, TNNT1, TNNI3, DNAAF3, SYT5, PTPRH, TMEM86B, PPP6R1, MIR6804, MIR6802, MIR6803, HSPBP1, BRSK1, TMEM150B, KMT5C, COX6B2, FAM71E2, IL11, TMEM190, TMEM238, RPL28, MIR6805, UBE2S, SNORD157, SHISA7, ISOC2, ZNF628, NAT14, SSC5D, SBK2, SBK3, ZNF579, FIZ1, ZNF524, ZNF865, ZNF784, ZNF580, ZNF581, CCDC106, U2AF2, EPN1, NLRP9, RFPL4A, RFPL4AL1, NLRP11, NLRP4, NLRP13, NLRP8, NLRP5, LINC01864, ZNF787, ZNF444, GALP, ZSCAN5B, ZSCAN5C, ZSCAN5A, EDDM13, ZNF542P, ZNF582, ZNF582-AS1, ZNF583, ZNF667, ZNF667-AS1, ZNF471, ZFP28, ZNF470, ZNF71, SMIM17, ZNF835, ZIM2-AS1, ZIM2, PEG3, PEG3-AS1, MIMT1, USP29, ZIM3, DUXA, ZNF264, AURKC, ZNF805, ZNF460-AS1, ZNF460, ZNF543, ZNF304, TRAPPC2B, ZNF547, ZNF548, ZNF17, ZNF749, VN1R1, ZNF772, ZNF419, ZNF773, ZNF549, ZNF550, ZNF416, ZIK1, ZNF530, ZNF134, ZNF211, ZSCAN4, ZNF551, ZNF154, ZNF671, ZNF776, ZNF586, ZNF552, FKBP1AP1, ZNF587B, ZNF587, UBE2CP5, ZNF814, ZNF417, ZNF418, ZNF256, C19orf18, ZNF606, LOC100128398, ZSCAN1, ZNF135, ZSCAN18, ZNF329, ZNF274, ZNF544, ZNF8, ZNF8-ERVK3-1, ERVK3-1, LOC105372480, ZSCAN22, MIR6806, A1BG, A1BG-AS1, ZNF497, LOC105372483, ZNF837, MIR4754, RPS5, RNF225, LINC02560, ZNF584, ZNF132, ZNF324B, ZNF324, ZNF446, SLC27A5, ZBTB45, TRIM28, MIR6807, CHMP2A, UBE2M, MZF1-AS1, MZF1, CENPBD1P1	107	CACNG7 (606899), CACNG8 (606900), CACNG6 (606898), VSTM1 (616804), TARM1 (616802), OSCAR (606862), NDUFA3 (603832), TFPT (609519), PRPF31 (606419), CNOT3 (604910), TMC4 (617181), MBOAT7 (606048), TSEN34 (608754), RPS9 (603631), LILRB3 (604820), LILRB5 (604814), LILRB2 (604815), LILRA3 (604818), LILRA5 (606047), LILRA4 (607517), LAIR1 (602992), TTYH1 (605784), LENG8 (616575), CDC42EP5 (609171), LAIR2 (602993), LILRA2 (604812), LILRA1 (604810), LILRB1 (604811), LILRB4 (604821), KIR3DL3 (610095), KIR2DL3 (604938), KIR2DL1 (604936), KIR2DL4 (604945), KIR3DL1 (604946), KIR2DS4 (604955), KIR3DL2 (604947), FCAR (147045), NCR1 (604530), NLRP7 (609661), NLRP2 (609364), GP6 (605546), EPS8L1 (614987), PPP1R12C (613245), TNNT1 (191041), TNNI3 (191044), DNAAF3 (614566), SYT5 (600782), PTPRH (602510), TMEM86B (617806), PPP6R1 (610875), HSPBP1 (612939), BRSK1 (609235), TMEM150B (617291), KMT5C (613198), IL11 (147681), RPL28 (603638), UBE2S (610309), SHISA7 (617328), ISOC2 (612928), ZNF628 (610671), FIZ1 (609133), ZNF580 (617888), CCDC106 (613478), U2AF2 (191318), EPN1 (607262), NLRP9 (609663), RFPL4A (612601), NLRP11 (609664), NLRP4 (609645), NLRP13 (609660), NLRP8 (609659), NLRP5 (609658), ZNF444 (607874), GALP (611178), ZNF582 (615600), ZNF667 (611024), ZFP28 (616798), ZNF71 (194545), PEG3 (601483), USP29 (609546), DUXA (611168), ZNF264 (604668), AURKC (603495), ZNF460 (604755), ZNF543 (616847), ZNF304 (613840), VN1R1 (605234), ZNF419 (617410), ZNF134 (604076), ZNF211 (601856), ZSCAN4 (613419), ZNF154 (604085), ZNF256 (606956), ZNF606 (613905), ZNF135 (604077), ZNF274 (605467), ZNF8 (194532), ZSCAN22 (165260), A1BG (138670), RPS5 (603630), ZNF132 (604074), ZNF324 (617477), SLC27A5 (603314), TRIM28 (601742), CHMP2A (610893), UBE2M (603173), MZF1 (194550)	CytoRegions Not Set				false	arr[hg19] 19q13.42q13.43(54,440,473-59,093,239)x3	chr19:54440473-59093239
